48231,20060915,2006,2200,Friday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Bicycle
48248,20060904,2006,1612,Monday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
48253,20060904,2006,2322,Monday,Not Intersection,Injury (Complaint of Pain),Cloudy,Dry,Dark - Street Lights,Bicycle
48310,20060915,2006,1450,Friday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
48311,20060919,2006,1655,Tuesday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,(null)
48313,20060919,2006,746,Tuesday,Intersection,Injury (Severe),Clear,Dry,Daylight,(null)
48315,20060919,2006,1824,Tuesday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,(null)
48323,20060912,2006,2345,Tuesday,Not Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
48338,20060918,2006,2213,Monday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
48344,20060918,2006,1834,Monday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
48354,20060801,2006,2000,Tuesday,Not Intersection,Injury (Severe),Clear,Dry,Dusk - Dawn,Not Stated or Unknown (Hit and Run)
48418,20060927,2006,1614,Wednesday,Not Intersection,PDO,Clear,Dry,Daylight,Pickup or Panel Truck
48420,20060927,2006,1815,Wednesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dusk - Dawn,Bicycle
48439,20060912,2006,1150,Tuesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
48445,20060924,2006,1543,Sunday,Not Intersection,Injury (Severe),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
48458,20060922,2006,1805,Friday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
48488,20060925,2006,2010,Monday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Bicycle
48493,20060923,2006,116,Saturday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
48495,20060924,2006,2219,Sunday,Not Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
48578,20061001,2006,1339,Sunday,Intersection,Injury (Other Visible),Cloudy,Dry,Daylight,Bicycle
48579,20060927,2006,1646,Wednesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
48582,20061003,2006,1711,Tuesday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
48586,20061006,2006,1633,Friday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
48587,20060927,2006,1830,Wednesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dusk - Dawn,Bicycle
48602,20061007,2006,1428,Saturday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,(null)
48612,20060915,2006,1200,Friday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
48624,20060929,2006,1215,Friday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
48628,20060927,2006,745,Wednesday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
48630,20061005,2006,1821,Thursday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
48633,20061002,2006,1252,Monday,Not Intersection,Injury (Other Visible),Clear,Not Stated,Daylight,Not Stated or Unknown (Hit and Run)
48634,20061004,2006,1015,Wednesday,Not Intersection,Injury (Other Visible),Cloudy,Dry,Daylight,Passenger Car Station Wagon or Jeep
48635,20061007,2006,1635,Saturday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
48659,20061007,2006,2320,Saturday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Bicycle
48669,20061006,2006,1640,Friday,Not Intersection,Injury (Other Visible),Cloudy,Dry,Daylight,Minivan
48723,20061011,2006,2142,Wednesday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Bicycle
48744,20061012,2006,826,Thursday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
48750,20061013,2006,754,Friday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
48752,20061010,2006,1344,Tuesday,Not Intersection,Injury (Severe),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
48753,20061017,2006,1235,Tuesday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
48756,20061010,2006,855,Tuesday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,(null)
48818,20061011,2006,1937,Wednesday,Not Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Bicycle
48837,20061005,2006,2142,Thursday,Intersection,Injury (Severe),Cloudy,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
48839,20061009,2006,1432,Monday,Not Intersection,Injury (Severe),Clear,Dry,Daylight,(null)
48856,20061018,2006,1825,Wednesday,Intersection,Injury (Other Visible),Clear,Dry,Dusk - Dawn,Passenger Car Station Wagon or Jeep
48924,20061021,2006,1320,Saturday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
48935,20061020,2006,1920,Friday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
48940,20061029,2006,2153,Sunday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
48942,20061020,2006,1940,Friday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
48943,20061020,2006,830,Friday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,(null)
48949,20061019,2006,1519,Thursday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,(null)
48954,20061021,2006,1715,Saturday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
49037,20061101,2006,1420,Wednesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
49079,20061024,2006,1305,Tuesday,Not Intersection,PDO,Clear,Dry,Daylight,Bicycle
49086,20060829,2006,725,Tuesday,Not Intersection,Injury (Complaint of Pain),Cloudy,Dry,Daylight,Bicycle
49094,20061020,2006,1340,Friday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,(null)
49119,20061026,2006,1730,Thursday,Intersection,Injury (Other Visible),Clear,Dry,Dusk - Dawn,Bicycle
49128,20061019,2006,630,Thursday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
49130,20061025,2006,1315,Wednesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
49158,20061106,2006,1244,Monday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
49167,20061106,2006,1520,Monday,Not Intersection,Injury (Severe),Clear,Dry,Daylight,Bicycle
49168,20061031,2006,2030,Tuesday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Bicycle
49176,20061031,2006,912,Tuesday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
49195,20061107,2006,1725,Tuesday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,(null)
49241,20061026,2006,1404,Thursday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,(null)
49266,20061114,2006,814,Tuesday,Not Intersection,Injury (Other Visible),Cloudy,Wet,Daylight,Bicycle
49268,20061113,2006,2239,Monday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
49270,20061110,2006,2137,Friday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
49271,20061114,2006,849,Tuesday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
49297,20061027,2006,930,Friday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
49315,20061109,2006,835,Thursday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
49329,20061115,2006,1015,Wednesday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
49337,20061115,2006,605,Wednesday,Intersection,Injury (Other Visible),Clear,Dry,Dusk - Dawn,Bicycle
49363,20061117,2006,1558,Friday,Not Intersection,Injury (Other Visible),Clear,Dry,Dusk - Dawn,Bicycle
49446,20061122,2006,1200,Wednesday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
49450,20061122,2006,1648,Wednesday,Not Intersection,Injury (Other Visible),Clear,Dry,Dusk - Dawn,Not Stated or Unknown (Hit and Run)
49472,20061115,2006,806,Wednesday,Intersection,Injury (Severe),Clear,Dry,Daylight,Bicycle
49480,20061128,2006,1303,Tuesday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
49488,20061120,2006,1835,Monday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Bicycle
49493,20061125,2006,1328,Saturday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,(null)
49495,20061122,2006,610,Wednesday,Intersection,Injury (Other Visible),Clear,Dry,Dusk - Dawn,Not Stated or Unknown (Hit and Run)
49516,20061212,2006,1706,Tuesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
49544,20061123,2006,1922,Thursday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
49626,20061203,2006,1859,Sunday,Not Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
49658,20061206,2006,1356,Wednesday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,(null)
49668,20061204,2006,824,Monday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
49678,20061216,2006,1314,Saturday,Not Intersection,Injury (Complaint of Pain),Cloudy,Dry,Daylight,Non-Commercial Bus
49680,20061215,2006,2008,Friday,Not Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Sport Utility Vehicle
49686,20061214,2006,1710,Thursday,Intersection,Injury (Other Visible),Cloudy,Dry,Daylight,(null)
49687,20061216,2006,2159,Saturday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
49689,20061216,2006,2200,Saturday,Not Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
49699,20061211,2006,2005,Monday,Intersection,Injury (Other Visible),Cloudy,Dry,Dark - Street Lights,Bicycle
49803,20061207,2006,421,Thursday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Bicycle
49812,20061205,2006,1801,Tuesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Pedestrian (includes motorized wheelchair)
49813,20061205,2006,1234,Tuesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
49819,20061213,2006,634,Wednesday,Intersection,Injury (Other Visible),Raining,Wet,Dark - Street Lights,Passenger Car Station Wagon or Jeep
49840,20061224,2006,1915,Sunday,Intersection,PDO,Clear,Dry,Dark - Street Lights,Bicycle
49843,20061229,2006,1342,Friday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
49898,20061206,2006,1256,Wednesday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
49901,20061124,2006,950,Friday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,(null)
49902,20061228,2006,1611,Thursday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
49940,20061218,2006,816,Monday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Minivan
49949,20061216,2006,1000,Saturday,Not Intersection,Injury (Severe),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
49958,20061219,2006,1312,Tuesday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,(null)
50050,20061124,2006,1950,Friday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,(null)
50080,20061224,2006,1045,Sunday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
50081,20061227,2006,1906,Wednesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Pedestrian (includes motorized wheelchair)
50109,20061007,2006,1940,Saturday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,(null)
50140,20060822,2006,2139,Tuesday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Bicycle
50147,20060813,2006,1420,Sunday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
50171,20060821,2006,1245,Monday,Not Intersection,PDO,Clear,Dry,Daylight,Bicycle
50212,20060820,2006,1050,Sunday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
50225,20060829,2006,1705,Tuesday,Not Intersection,Injury (Other Visible),Cloudy,Dry,Daylight,(null)
50258,20060828,2006,730,Monday,Not Intersection,Injury (Other Visible),Cloudy,Slippery (Muddy, Oily, etc.),Daylight,Not Stated or Unknown (Hit and Run)
50262,20060828,2006,1639,Monday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
50273,20060728,2006,1140,Friday,Intersection,Injury (Severe),Clear,Dry,Daylight,Pickup or Panel Truck
50281,20060717,2006,1550,Monday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
50283,20060824,2006,1920,Thursday,Intersection,Injury (Severe),Clear,Dry,Daylight,Bicycle
50356,20060824,2006,112,Thursday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
50360,20060822,2006,1018,Tuesday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,(null)
50361,20060824,2006,1915,Thursday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
50364,20060824,2006,2227,Thursday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
50371,20060901,2006,1222,Friday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
50379,20060901,2006,2140,Friday,Not Intersection,Injury (Severe),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
50380,20060901,2006,2104,Friday,Intersection,Injury (Severe),Clear,Dry,Dark - Street Lights,Bicycle
50391,20060830,2006,1415,Wednesday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
50405,20060831,2006,737,Thursday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
50446,20060906,2006,1639,Wednesday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
50457,20060906,2006,836,Wednesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
50458,20060909,2006,950,Saturday,Intersection,Injury (Other Visible),Cloudy,Dry,Daylight,Bicycle
50459,20060911,2006,1803,Monday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
50468,20060908,2006,2210,Friday,Not Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Bicycle
50469,20060908,2006,2357,Friday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
50472,20060612,2006,732,Monday,Intersection,Injury (Other Visible),Cloudy,Dry,Daylight,Passenger Car Station Wagon or Jeep
50546,20070108,2007,755,Monday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
50549,20070109,2007,1039,Tuesday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Pickup or Panel Truck
50553,20070107,2007,1140,Sunday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
50555,20070109,2007,1949,Tuesday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
50567,20070103,2007,1800,Wednesday,Intersection,Injury (Complaint of Pain),Raining,Wet,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
50585,20070104,2007,705,Thursday,Intersection,Injury (Severe),Raining,Wet,Dusk - Dawn,Pickup or Panel Truck
50607,20070108,2007,1621,Monday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
50711,20070117,2007,953,Wednesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Other Commercial Bus
50736,20070110,2007,1802,Wednesday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Bicycle
50745,20070109,2007,1730,Tuesday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dusk - Dawn,Bicycle
50750,20070121,2007,1822,Sunday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
50751,20070111,2007,1540,Thursday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
50756,20070117,2007,525,Wednesday,Intersection,Injury (Other Visible),Clear,Wet,Dark - Street Lights,Passenger Car Station Wagon or Jeep
50769,20070122,2007,1325,Monday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
50777,20070124,2007,35,Wednesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
50793,20070114,2007,17,Sunday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
50797,20070121,2007,1430,Sunday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,(null)
50809,20070117,2007,1422,Wednesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
50821,20070123,2007,2300,Tuesday,Not Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
50848,20070125,2007,743,Thursday,Not Intersection,Injury (Complaint of Pain),Cloudy,Dry,Daylight,Bicycle
50855,20070126,2007,1940,Friday,Intersection,Injury (Complaint of Pain),Cloudy,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
50901,20070126,2007,1538,Friday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
50903,20070121,2007,1841,Sunday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Bicycle
50904,20070122,2007,820,Monday,Intersection,Injury (Severe),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
50906,20070129,2007,1710,Monday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
50926,20070131,2007,1445,Wednesday,Intersection,Injury (Other Visible),Cloudy,Dry,Daylight,Not Stated or Unknown (Hit and Run)
50944,20070131,2007,1220,Wednesday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
50956,20070202,2007,1837,Friday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
50958,20070202,2007,2057,Friday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Passenger Car Station Wagon or Jeep
50990,20070202,2007,755,Friday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Sport Utility Vehicle
51077,20070205,2007,1710,Monday,Intersection,Injury (Severe),Cloudy,Dry,Daylight,Not Stated or Unknown (Hit and Run)
51084,20070205,2007,1530,Monday,Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
51088,20070206,2007,1815,Tuesday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
51162,20070211,2007,1313,Sunday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
51203,20070216,2007,1004,Friday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
51210,20070219,2007,1517,Monday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
51211,20070218,2007,1303,Sunday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
51212,20070216,2007,1715,Friday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Not Stated or Unknown (Hit and Run)
51217,20070212,2007,1827,Monday,Not Intersection,Injury (Complaint of Pain),Cloudy,Wet,Dark - Street Lights,Passenger Car Station Wagon or Jeep
51266,20070217,2007,2300,Saturday,Intersection,PDO,Clear,Dry,Dark - Street Lights,Bicycle
51294,20070224,2007,1536,Saturday,Not Intersection,Injury (Complaint of Pain),Cloudy,Wet,Daylight,Not Stated or Unknown (Hit and Run)
51295,20070221,2007,825,Wednesday,Intersection,Injury (Other Visible),Cloudy,Dry,Daylight,Passenger Car Station Wagon or Jeep
51305,20070223,2007,1615,Friday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,(null)
51308,20070222,2007,930,Thursday,Not Intersection,Injury (Other Visible),Cloudy,Wet,Daylight,(null)
51313,20070223,2007,1845,Friday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dusk - Dawn,Passenger Car Station Wagon or Jeep
51314,20070220,2007,807,Tuesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
51400,20070220,2007,1052,Tuesday,Intersection,PDO,Clear,Dry,Daylight,Bicycle
51415,20070226,2007,1610,Monday,Intersection,Injury (Complaint of Pain),Raining,Wet,Daylight,Bicycle
51460,20070303,2007,2237,Saturday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Bicycle
51650,20070217,2007,1418,Saturday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
51707,20070228,2007,820,Wednesday,Not Intersection,Injury (Other Visible),Cloudy,Dry,Daylight,Not Stated or Unknown (Hit and Run)
51717,20070405,2007,1420,Thursday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
51734,20070329,2007,1535,Thursday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Pickup or Panel Truck
51736,20070327,2007,2038,Tuesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Bicycle
51738,20070329,2007,1445,Thursday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Passenger Car Station Wagon or Jeep
51742,20070327,2007,1838,Tuesday,Not Intersection,Injury (Complaint of Pain),Clear,Dry,Daylight,Bicycle
51749,20070323,2007,1719,Friday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,(null)
51754,20070307,2007,825,Wednesday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
51780,20070325,2007,1329,Sunday,Intersection,Injury (Severe),Cloudy,Dry,Daylight,Passenger Car Station Wagon or Jeep
51783,20070310,2007,2153,Saturday,Intersection,Injury (Other Visible),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
51796,20070315,2007,822,Thursday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
51803,20070305,2007,812,Monday,Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
51808,20070322,2007,1920,Thursday,Intersection,Injury (Complaint of Pain),Clear,Dry,Dark - Street Lights,Not Stated or Unknown (Hit and Run)
51823,20070306,2007,1625,Tuesday,Not Intersection,Injury (Other Visible),Clear,Dry,Daylight,Bicycle
